transaction_id,transaction_date,transaction_amount,transaction_type,transaction_duration,login_attempts,previous_transaction_date,previous_transaction_date_raw,location_device,device_id,ip_address,channel,location,customer_id,first_name,surname,dt_customer,account_id,account_type,currency,account_created_date,sender_account,sender_country,sender_region,receiver_country,receiver_region
TX001535,2023-04-24 16:47:17,872.72,Debit,288,1,2023-01-16 16:50:13,2024-11-04 08:10:49,Washington,D000559,216.79.134.201,INTERNET BANKING,Tartu,C2622,Andrea,Knepper,2014-05-05,EE609865101802859216,BUSINESS,EUR,2014-05-05,EE608335313141037493,Mexico,America,Estonia,Europe
TX002441,2023-07-20 18:13:07,219.44,Debit,23,1,2023-04-24 16:47:17,2024-11-04 08:09:38,Washington,D000685,60.89.202.192,INTERNET BANKING,Pärnu,C2622,Andrea,Knepper,2014-05-05,EE609865101802859216,BUSINESS,EUR,2014-05-05,EE972334615507723797,Saudi Arabia,Asia,Estonia,Europe
TX002499,2023-10-04 18:25:44,43.1,Debit,102,1,2023-07-20 18:13:07,2024-11-04 08:07:24,Denver,D000254,65.124.242.67,BRANCH,Copenhagen,C2622,Andrea,Knepper,2014-05-05,EE609865101802859216,BUSINESS,EUR,2014-05-05,EE296285437151503865,Saudi Arabia,Asia,Estonia,Europe
TX000540,2023-12-29 16:38:21,186.69,Debit,54,1,2023-10-04 18:25:44,2024-11-04 08:08:12,New York,D000546,162.151.179.167,BRANCH,Oslo,C2622,Andrea,Knepper,2014-05-05,EE609865101802859216,BUSINESS,EUR,2014-05-05,EE688421155488620635,Germany,Europe,Estonia,Europe
TX000589,2023-06-19 17:31:08,178.88,Credit,93,4,2013-07-12 00:00:00,2024-11-04 08:12:10,Dallas,D000101,38.210.156.148,BRANCH,Kuressaare,C2638,Mary,Houghton,2013-07-12,EE446666372796361541,SAVINGS,USD,2013-07-12,EE676627274558454011,Malaysia,Asia,Estonia,Europe
TX000866,2023-06-29 17:51:45,101.81,Debit,105,1,2023-06-19 17:31:08,2024-11-04 08:11:23,Fort Worth,D000209,160.212.125.105,ATM,Singapore,C2638,Mary,Houghton,2013-07-12,EE446666372796361541,SAVINGS,USD,2013-07-12,EE260186878667584509,Mexico,America,Estonia,Europe
TX000723,2023-08-21 17:36:05,75.53,Credit,157,1,2023-06-29 17:51:45,2024-11-04 08:07:11,Fresno,D000597,54.252.249.33,INTERNET BANKING,Rakvere,C2638,Mary,Houghton,2013-07-12,EE446666372796361541,SAVINGS,USD,2013-07-12,EE835459474441778978,Finland,Europe,Estonia,Europe
TX000333,2023-09-08 16:48:51,288.17,Debit,50,1,2023-08-21 17:36:05,2024-11-04 08:10:16,Virginia Beach,D000399,143.212.47.226,INTERNET BANKING,Warsaw,C2638,Mary,Houghton,2013-07-12,EE446666372796361541,SAVINGS,USD,2013-07-12,NG88734626166114603927,Singapore,Asia,Estonia,Europe
TX002195,2023-10-16 16:32:31,1047.69,Debit,139,1,2023-09-08 16:48:51,2024-11-04 08:10:42,Austin,D000008,51.196.87.214,INTERNET BANKING,Viljandi,C2638,Mary,Houghton,2013-07-12,EE446666372796361541,SAVINGS,USD,2013-07-12,EE624121191721329991,Finland,Europe,Estonia,Europe
TX000692,2023-10-16 18:53:31,25.94,Credit,211,5,2023-10-16 16:32:31,2024-11-04 08:06:38,San Jose,D000232,42.219.228.159,INTERNET BANKING,Tallinn,C2638,Mary,Houghton,2013-07-12,EE446666372796361541,SAVINGS,USD,2013-07-12,EE255835564761381234,Australia,Oceania,Estonia,Europe
TX000720,2023-03-20 17:45:22,737.34,Debit,34,1,2013-04-01 00:00:00,2024-11-04 08:08:06,Miami,D000041,93.146.251.20,INTERNET BANKING,Tartu,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE547586792567253390,Sweden,Europe,Estonia,Europe
TX001303,2023-03-21 17:12:03,189.45,Credit,62,1,2023-03-20 17:45:22,2024-11-04 08:09:31,Boston,D000083,64.57.44.102,BRANCH,Berlin,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE486556214128948126,Czech Republic,Europe,Estonia,Europe
TX000552,2023-04-14 17:21:48,106.16,Debit,277,4,2023-03-21 17:12:03,2024-11-04 08:08:51,Phoenix,D000673,48.89.167.189,ATM,Tartu,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE241292614114749618,Canada,America,Estonia,Europe
TX001636,2023-04-19 17:03:11,40.12,Credit,269,1,2023-04-14 17:21:48,2024-11-04 08:10:40,Dallas,D000203,44.73.3.217,ATM,Rakvere,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE208760157258624779,Myanmar,Asia,Estonia,Europe
TX000693,2023-08-07 16:02:55,105.94,Debit,207,1,2023-04-19 17:03:11,2024-11-04 08:09:59,Oklahoma City,D000532,160.212.125.105,BRANCH,Singapore,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE547586792567253390,Nigeria,Africa,Estonia,Europe
TX002372,2023-09-11 16:35:15,21.23,Debit,103,4,2023-08-07 16:02:55,2024-11-04 08:09:59,Virginia Beach,D000174,63.191.171.41,ATM,Prague,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE764289608109334929,Nigeria,Africa,Estonia,Europe
TX001226,2023-09-19 16:56:35,81.08,Debit,56,1,2023-09-11 16:35:15,2024-11-04 08:07:17,Omaha,D000196,119.43.28.203,ATM,Pärnu,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE303719049837591763,Estonia,Europe,Estonia,Europe
TX002235,2023-10-18 18:17:05,221.33,Debit,276,1,2023-09-19 16:56:35,2024-11-04 08:09:51,Louisville,D000383,77.7.223.184,ATM,Viljandi,C2660,Lori,Beit,2013-04-01,EE442616559508598161,CURRENT,USD,2013-04-01,EE827195176611219615,France,Europe,Estonia,Europe
TX001787,2023-01-16 17:39:25,33.76,Debit,227,1,2013-01-16 00:00:00,2024-11-04 08:08:48,Seattle,D000311,122.94.26.104,INTERNET BANKING,Tallinn,C2697,Christian,Jarvis,2013-01-16,EE656226987952714146,CURRENT,EUR,2013-01-16,EE975337053895581632,Spain,Europe,Estonia,Europe
TX001455,2023-11-13 16:16:24,55.99,Debit,95,1,2023-01-16 17:39:25,2024-11-04 08:07:20,El Paso,D000525,215.97.143.157,ATM,Sillamäe,C2697,Christian,Jarvis,2013-01-16,EE656226987952714146,CURRENT,EUR,2013-01-16,EE144210653931445077,Denmark,Europe,Estonia,Europe
TX000034,2023-03-13 17:23:24,877.81,Debit,150,1,2013-08-23 00:00:00,2024-11-04 08:07:50,Los Angeles,D000111,134.140.85.231,INTERNET BANKING,Tartu,C2716,Nicholas,Mosman,2013-08-23,EE347339009947776670,BUSINESS,USD,2013-08-23,EE801773120478596086,Japan,Asia,Estonia,Europe
TX002290,2023-04-03 16:14:34,251.8,Debit,102,1,2023-03-13 17:23:24,2024-11-04 08:10:15,Mesa,D000657,59.208.79.116,ATM,Rakvere,C2716,Nicholas,Mosman,2013-08-23,EE347339009947776670,BUSINESS,USD,2013-08-23,EE302024037678369666,Norway,Europe,Estonia,Europe
TX002252,2023-04-19 16:41:27,20.06,Debit,144,1,2023-04-03 16:14:34,2024-11-04 08:10:01,Memphis,D000184,206.168.209.111,ATM,Narva,C2716,Nicholas,Mosman,2013-08-23,EE347339009947776670,BUSINESS,USD,2013-08-23,QA51939590718833645566,United Arab Emirate,Asia,Estonia,Europe
TX000616,2023-08-30 18:00:09,139.03,Credit,81,1,2023-04-19 16:41:27,2024-11-04 08:11:29,Los Angeles,D000359,147.125.143.41,INTERNET BANKING,Kuressaare,C2716,Nicholas,Mosman,2013-08-23,EE347339009947776670,BUSINESS,USD,2013-08-23,AE19619183754261828523,Poland,Europe,Estonia,Europe
TX001798,2023-10-03 16:48:49,297.6,Debit,162,1,2023-08-30 18:00:09,2024-11-04 08:09:49,Milwaukee,D000255,192.95.36.246,INTERNET BANKING,Prague,C2716,Nicholas,Mosman,2013-08-23,EE347339009947776670,BUSINESS,USD,2013-08-23,KE86235146492060260092,Italy,Europe,Estonia,Europe
TX000018,2023-12-14 18:32:14,492.93,Debit,234,1,2023-10-03 16:48:49,2024-11-04 08:11:51,Columbus,D000432,114.223.129.47,INTERNET BANKING,Narva,C2716,Nicholas,Mosman,2013-08-23,EE347339009947776670,BUSINESS,USD,2013-08-23,EE215128816093703711,Poland,Europe,Estonia,Europe
TX001149,2023-01-09 16:53:25,349.34,Credit,245,1,2012-08-22 00:00:00,2024-11-04 08:10:29,Indianapolis,D000402,199.59.68.207,ATM,Warsaw,C2740,Cindy,Pitts,2012-08-22,EE161981064673298370,CURRENT,USD,2012-08-22,EE954027913918590189,Estonia,Europe,Estonia,Europe
TX000921,2023-02-23 18:23:29,74.04,Debit,66,1,2023-01-09 16:53:25,2024-11-04 08:11:29,Memphis,D000103,188.124.181.12,INTERNET BANKING,Sillamäe,C2740,Cindy,Pitts,2012-08-22,EE161981064673298370,CURRENT,USD,2012-08-22,EE956709598993556604,Italy,Europe,Estonia,Europe
TX002008,2023-07-20 16:58:39,325.98,Debit,277,1,2023-02-23 18:23:29,2024-11-04 08:08:23,Washington,D000232,141.241.241.128,ATM,Tartu,C2740,Cindy,Pitts,2012-08-22,EE161981064673298370,CURRENT,USD,2012-08-22,EE581948509902348591,Nigeria,Africa,Estonia,Europe
TX001468,2023-10-13 16:22:08,29.94,Debit,243,1,2023-07-20 16:58:39,2024-11-04 08:12:01,San Francisco,D000266,3.77.114.6,ATM,Dammam,C2740,Cindy,Pitts,2012-08-22,EE161981064673298370,CURRENT,USD,2012-08-22,EE717741770694092718,Canada,America,Estonia,Europe
TX001926,2023-07-07 17:58:29,138.33,Debit,69,1,2013-01-19 00:00:00,2024-11-04 08:09:17,Dallas,D000183,31.127.129.152,INTERNET BANKING,Rakvere,C2758,Robert,Samsonova,2013-01-19,EE929071467913537218,SAVINGS,EUR,2013-01-19,EE117608020841912622,Japan,Asia,Estonia,Europe
TX001003,2023-07-25 17:17:49,476.63,Debit,115,1,2023-07-07 17:58:29,2024-11-04 08:09:09,Charlotte,D000697,32.13.122.242,ATM,Toronto,C2758,Robert,Samsonova,2013-01-19,EE929071467913537218,SAVINGS,EUR,2013-01-19,EE372601906411074903,Myanmar,Asia,Estonia,Europe
TX000164,2023-08-14 17:43:17,74.86,Debit,125,1,2023-07-25 17:17:49,2024-11-04 08:07:39,Nashville,D000115,161.168.126.136,BRANCH,Rakvere,C2758,Robert,Samsonova,2013-01-19,EE929071467913537218,SAVINGS,EUR,2013-01-19,EE651202701609457401,Sweden,Europe,Estonia,Europe
TX001595,2023-01-12 17:12:22,261.19,Debit,52,1,2013-07-16 00:00:00,2024-11-04 08:09:48,Oklahoma City,D000608,88.55.149.101,ATM,Viljandi,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE673477467787959099,Poland,Europe,Estonia,Europe
TX001421,2023-01-30 18:47:17,66.91,Debit,85,1,2023-01-12 17:12:22,2024-11-04 08:10:19,Seattle,D000509,51.196.87.214,ATM,Tallinn,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,FI89191463819213500565,Germany,Europe,Estonia,Europe
TX001000,2023-03-02 16:05:52,127.8,Credit,47,1,2023-01-30 18:47:17,2024-11-04 08:07:02,Virginia Beach,D000376,34.169.232.37,BRANCH,Chicago,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE249002683368991393,Finland,Europe,Estonia,Europe
TX002333,2023-04-03 16:27:24,414.64,Debit,74,1,2023-03-02 16:05:52,2024-11-04 08:09:17,Mesa,D000698,158.129.49.240,BRANCH,Kuressaare,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE242530777649987734,Finland,Europe,Estonia,Europe
TX000965,2023-04-10 16:25:15,95.55,Debit,51,1,2023-04-03 16:27:24,2024-11-04 08:10:13,Louisville,D000595,42.3.3.101,BRANCH,Viljandi,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE002230125732935882,Czech Republic,Europe,Estonia,Europe
TX002508,2023-04-26 17:09:36,856.21,Credit,109,1,2023-04-10 16:25:15,2024-11-04 08:11:29,Colorado Springs,D000625,21.157.41.17,BRANCH,Narva,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE241829551734434216,Myanmar,Asia,Estonia,Europe
TX001279,2023-07-31 17:54:28,587.23,Debit,144,1,2023-04-26 17:09:36,2024-11-04 08:09:21,Omaha,D000010,50.202.8.53,INTERNET BANKING,Warsaw,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE997882973438351723,United Arab Emirate,Asia,Estonia,Europe
TX002161,2023-08-10 18:31:00,179.38,Debit,28,1,2023-07-31 17:54:28,2024-11-04 08:08:34,Chicago,D000499,112.56.160.202,INTERNET BANKING,Paris,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE185517025564314712,Thailand,Asia,Estonia,Europe
TX000712,2023-08-21 17:25:00,33.61,Debit,72,1,2023-08-10 18:31:00,2024-11-04 08:08:40,Milwaukee,D000116,142.184.68.230,INTERNET BANKING,Rakvere,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE728072909879342749,Myanmar,Asia,Estonia,Europe
TX000787,2023-08-21 18:36:41,111.21,Debit,111,1,2023-08-21 17:25:00,2024-11-04 08:12:12,Portland,D000401,216.151.64.40,BRANCH,Rakvere,C2771,Joseph,Hill,2013-07-16,EE714856389376921556,BUSINESS,EUR,2013-07-16,EE622988773538482390,Kenya,Africa,Estonia,Europe
TX002131,2023-01-05 16:02:42,215.13,Debit,114,1,2013-11-28 00:00:00,2024-11-04 08:08:16,Charlotte,D000606,161.168.126.136,INTERNET BANKING,Kuressaare,C2786,Stephen,Onyemauchechi,2013-11-28,EE808066911995813234,BUSINESS,USD,2013-11-28,EE526656097983158745,Spain,Europe,Estonia,Europe
TX002381,2023-09-25 16:44:52,1173.74,Credit,61,1,2023-01-05 16:02:42,2024-11-04 08:07:31,Virginia Beach,D000639,193.190.29.63,INTERNET BANKING,Sillamäe,C2786,Stephen,Onyemauchechi,2013-11-28,EE808066911995813234,BUSINESS,USD,2013-11-28,EE722201076110192853,Finland,Europe,Estonia,Europe
TX000086,2023-09-29 17:22:10,1340.19,Credit,30,1,2023-09-25 16:44:52,2024-11-04 08:06:53,Austin,D000574,165.114.224.47,INTERNET BANKING,Viljandi,C2786,Stephen,Onyemauchechi,2013-11-28,EE808066911995813234,BUSINESS,USD,2013-11-28,EE128290651943694461,Qatar,Asia,Estonia,Europe
TX001372,2023-10-09 17:32:57,345.94,Debit,163,1,2023-09-29 17:22:10,2024-11-04 08:11:40,Portland,D000354,129.102.184.189,ATM,Sillamäe,C2786,Stephen,Onyemauchechi,2013-11-28,EE808066911995813234,BUSINESS,USD,2013-11-28,EE457610775770151601,Japan,Asia,Estonia,Europe
TX000521,2023-12-11 17:26:22,137.57,Debit,70,1,2023-10-09 17:32:57,2024-11-04 08:11:22,Louisville,D000218,40.10.25.102,INTERNET BANKING,Viljandi,C2786,Stephen,Onyemauchechi,2013-11-28,EE808066911995813234,BUSINESS,USD,2013-11-28,EE519991751168783957,Estonia,Europe,Estonia,Europe
TX000508,2023-04-26 18:35:50,37.57,Debit,42,1,2013-02-18 00:00:00,2024-11-04 08:09:21,El Paso,D000422,173.135.78.201,ATM,Viljandi,C2788,Jennifer,Lord,2013-02-18,EE362178034084297741,CURRENT,USD,2013-02-18,EE525489734204243224,Malaysia,Asia,Estonia,Europe
TX000565,2023-01-27 16:35:40,365.7,Debit,115,2,2013-03-18 00:00:00,2024-11-04 08:10:17,Houston,D000051,81.248.235.147,BRANCH,Tartu,C2791,Jennifer,Watts,2013-03-18,EE344635330063510866,SAVINGS,USD,2013-03-18,ZA99186006500346389515,Finland,Europe,Estonia,Europe
TX000609,2023-09-08 18:24:14,121.82,Debit,119,1,2023-01-27 16:35:40,2024-11-04 08:11:30,Dallas,D000542,40.198.240.246,INTERNET BANKING,Pärnu,C2791,Jennifer,Watts,2013-03-18,EE344635330063510866,SAVINGS,USD,2013-03-18,ES39124230555326934749,France,Europe,Estonia,Europe
TX001594,2023-11-07 18:57:13,854.64,Debit,118,1,2023-09-08 18:24:14,2024-11-04 08:08:54,Fort Worth,D000445,174.61.77.54,BRANCH,Tartu,C2791,Jennifer,Watts,2013-03-18,EE344635330063510866,SAVINGS,USD,2013-03-18,EE581749711391363520,South Africa,Africa,Estonia,Europe
TX002128,2023-12-29 17:37:37,98.95,Debit,73,1,2023-11-07 18:57:13,2024-11-04 08:07:52,Mesa,D000432,112.196.12.19,BRANCH,Pärnu,C2791,Jennifer,Watts,2013-03-18,EE344635330063510866,SAVINGS,USD,2013-03-18,EE325701469732695823,Norway,Europe,Estonia,Europe
TX001956,2023-03-06 16:25:52,80.38,Debit,116,1,2013-01-01 00:00:00,2024-11-04 08:09:54,Kansas City,D000686,1.238.163.61,INTERNET BANKING,Helsinki,C2792,Jennifer,Roberts,2013-01-01,EE263771280273598247,CURRENT,USD,2013-01-01,EE102148675966482564,Qatar,Asia,Estonia,Europe
TX002088,2023-04-10 17:58:46,98.24,Debit,148,1,2023-03-06 16:25:52,2024-11-04 08:08:58,Mesa,D000005,193.190.29.63,INTERNET BANKING,Tartu,C2792,Jennifer,Roberts,2013-01-01,EE263771280273598247,CURRENT,USD,2013-01-01,EE504859653800137588,Sweden,Europe,Estonia,Europe
TX000591,2023-04-24 16:24:49,10.65,Debit,161,1,2023-04-10 17:58:46,2024-11-04 08:10:21,Louisville,D000484,38.166.40.246,INTERNET BANKING,Kuressaare,C2792,Jennifer,Roberts,2013-01-01,EE263771280273598247,CURRENT,USD,2013-01-01,EE714856389376921556,Kenya,Africa,Estonia,Europe
TX001500,2023-05-26 17:56:17,265.37,Debit,77,1,2023-04-24 16:24:49,2024-11-04 08:09:20,Washington,D000633,173.252.44.183,BRANCH,Tartu,C2792,Jennifer,Roberts,2013-01-01,EE263771280273598247,CURRENT,USD,2013-01-01,EE819125621347112855,Mexico,America,Estonia,Europe
TX001687,2023-06-23 16:10:12,341.84,Credit,89,1,2023-05-26 17:56:17,2024-11-04 08:07:42,El Paso,D000547,23.255.214.209,BRANCH,Tokyo,C2792,Jennifer,Roberts,2013-01-01,EE263771280273598247,CURRENT,USD,2013-01-01,EE959171152548929752,South Korea,Asia,Estonia,Europe
TX001958,2023-01-09 16:21:35,845.14,Credit,183,1,2013-02-01 00:00:00,2024-11-04 08:11:10,Oklahoma City,D000154,8.244.162.185,BRANCH,Pärnu,C2798,Victoria,Mao,2013-02-01,EE334797360581294418,CURRENT,USD,2013-02-01,EE602504350176893852,Qatar,Asia,Estonia,Europe
TX001848,2023-02-14 17:56:46,505.6,Debit,183,1,2023-01-09 16:21:35,2024-11-04 08:10:09,Denver,D000331,104.155.121.252,BRANCH,Rakvere,C2798,Victoria,Mao,2013-02-01,EE334797360581294418,CURRENT,USD,2013-02-01,EE850970898021093505,Singapore,Asia,Estonia,Europe
TX001505,2023-04-20 16:34:59,23.23,Credit,122,1,2023-02-14 17:56:46,2024-11-04 08:09:54,Miami,D000573,156.96.135.18,BRANCH,Viljandi,C2798,Victoria,Mao,2013-02-01,EE334797360581294418,CURRENT,USD,2013-02-01,EE485252263950831055,Czech Republic,Europe,Estonia,Europe
TX000416,2023-10-24 16:43:03,193.54,Debit,267,1,2023-04-20 16:34:59,2024-11-04 08:08:26,Oklahoma City,D000150,196.244.194.198,BRANCH,Tartu,C2798,Victoria,Mao,2013-02-01,EE334797360581294418,CURRENT,USD,2013-02-01,EE615631495109610865,Mexico,America,Estonia,Europe
TX000213,2023-12-07 16:20:08,694.2,Debit,72,1,2023-10-24 16:43:03,2024-11-04 08:07:23,Milwaukee,D000007,27.143.109.203,ATM,Helsinki,C2798,Victoria,Mao,2013-02-01,EE334797360581294418,CURRENT,USD,2013-02-01,EE315248236119418082,Saudi Arabia,Asia,Estonia,Europe
TX000562,2023-12-19 17:11:31,119.89,Debit,60,1,2023-12-07 16:20:08,2024-11-04 08:09:02,Tucson,D000013,166.79.195.157,ATM,Tartu,C2798,Victoria,Mao,2013-02-01,EE334797360581294418,CURRENT,USD,2013-02-01,EE354649083211692920,Norway,Europe,Estonia,Europe
TX001022,2023-02-15 17:33:23,377.08,Credit,71,1,2014-06-22 00:00:00,2024-11-04 08:10:33,Mesa,D000124,136.162.111.135,BRANCH,San Francisco,C2801,Tracy,Milano,2014-06-22,EE517978816647621753,BUSINESS,EUR,2014-06-22,EE672850407119810420,Kenya,Africa,Estonia,Europe
TX001305,2023-07-28 16:03:27,609.52,Debit,169,1,2023-02-15 17:33:23,2024-11-04 08:08:19,Washington,D000672,125.225.212.244,ATM,Narva,C2801,Tracy,Milano,2014-06-22,EE517978816647621753,BUSINESS,EUR,2014-06-22,EE036440401175677542,Mexico,America,Estonia,Europe
TX001527,2023-08-22 16:34:34,224.79,Debit,129,1,2023-07-28 16:03:27,2024-11-04 08:10:25,Boston,D000208,3.11.254.2,INTERNET BANKING,Rakvere,C2801,Tracy,Milano,2014-06-22,EE517978816647621753,BUSINESS,EUR,2014-06-22,EE212618647717869126,Spain,Europe,Estonia,Europe
TX000899,2023-10-23 18:00:29,1531.31,Debit,62,4,2023-08-22 16:34:34,2024-11-04 08:06:40,San Diego,D000319,91.204.200.167,INTERNET BANKING,Sillamäe,C2801,Tracy,Milano,2014-06-22,EE517978816647621753,BUSINESS,EUR,2014-06-22,EE293619291928675537,Australia,Oceania,Estonia,Europe
TX000810,2023-11-20 16:28:19,8.65,Debit,198,1,2023-10-23 18:00:29,2024-11-04 08:11:35,Mesa,D000105,217.233.219.196,ATM,Kuressaare,C2801,Tracy,Milano,2014-06-22,EE517978816647621753,BUSINESS,EUR,2014-06-22,EE267951092843524203,Nigeria,Africa,Estonia,Europe
TX000557,2024-01-01 16:07:05,2.03,Credit,28,1,2023-11-20 16:28:19,2024-11-04 08:08:50,Detroit,D000271,112.86.148.212,ATM,Narva,C2801,Tracy,Milano,2014-06-22,EE517978816647621753,BUSINESS,EUR,2014-06-22,EE628596863115166795,Japan,Asia,Estonia,Europe
TX000081,2023-06-19 18:22:10,183.71,Debit,102,1,2013-09-12 00:00:00,2024-11-04 08:09:51,Denver,D000488,86.103.2.29,ATM,Viljandi,C2807,Robert,Gardner,2013-09-12,EE424495653072086837,CURRENT,EUR,2013-09-12,EE899380515234636048,Finland,Europe,Estonia,Europe
TX000228,2023-01-09 16:54:58,581.65,Debit,176,1,2013-05-08 00:00:00,2024-11-04 08:09:39,Boston,D000666,80.92.209.207,ATM,Rakvere,C2816,Angela,Bergamaschi,2013-05-08,EE501338081348689960,BUSINESS,EUR,2013-05-08,EE788528368739522885,Saudi Arabia,Asia,Estonia,Europe
TX002189,2023-01-23 18:35:43,85.01,Credit,157,1,2023-01-09 16:54:58,2024-11-04 08:08:58,Portland,D000185,218.54.207.160,ATM,Sillamäe,C2816,Angela,Bergamaschi,2013-05-08,EE501338081348689960,BUSINESS,EUR,2013-05-08,EE354649083211692920,Kenya,Africa,Estonia,Europe
TX000053,2023-06-07 16:45:34,85.43,Debit,145,1,2023-01-23 18:35:43,2024-11-04 08:06:45,Virginia Beach,D000235,194.174.252.1,BRANCH,Mexico City,C2816,Angela,Bergamaschi,2013-05-08,EE501338081348689960,BUSINESS,EUR,2013-05-08,AU57065352258762616637,South Korea,Asia,Estonia,Europe
TX000239,2023-01-17 16:03:41,33.06,Credit,170,1,2013-09-02 00:00:00,2024-11-04 08:06:43,Fort Worth,D000417,63.67.150.226,INTERNET BANKING,Copenhagen,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE925094938852896073,Canada,America,Estonia,Europe
TX001874,2023-02-06 17:21:37,36.74,Debit,133,1,2023-01-17 16:03:41,2024-11-04 08:07:57,Tucson,D000062,187.52.200.18,BRANCH,Narva,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE219342679639833796,Malaysia,Asia,Estonia,Europe
TX001028,2023-02-27 16:47:50,451.15,Debit,175,1,2023-02-06 17:21:37,2024-11-04 08:10:45,Colorado Springs,D000245,201.114.165.141,ATM,Narva,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE907039076490484993,Mexico,America,Estonia,Europe
TX001665,2023-03-03 16:57:11,270.36,Debit,37,1,2023-02-27 16:47:50,2024-11-04 08:07:51,Oklahoma City,D000037,89.6.100.149,ATM,Sillamäe,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE368422619157176900,Japan,Asia,Estonia,Europe
TX000732,2023-05-15 18:15:33,230.32,Debit,56,1,2023-03-03 16:57:11,2024-11-04 08:08:34,Las Vegas,D000272,49.174.157.140,BRANCH,Rakvere,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE136163381320486722,Estonia,Europe,Estonia,Europe
TX002101,2023-09-22 18:02:42,139.52,Debit,31,1,2023-05-15 18:15:33,2024-11-04 08:08:00,Portland,D000504,216.79.134.201,BRANCH,San Francisco,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE521546709711963412,Mexico,America,Estonia,Europe
TX002141,2023-11-23 17:42:11,519.62,Credit,40,1,2023-09-22 18:02:42,2024-11-04 08:06:37,Washington,D000046,51.250.46.149,INTERNET BANKING,Tallinn,C2826,Nicholas,Douglas,2013-09-02,EE282622833886025675,BUSINESS,USD,2013-09-02,EE492622836293703689,Kenya,Africa,Estonia,Europe
TX001292,2023-01-26 17:21:46,254.86,Debit,102,1,2013-10-28 00:00:00,2024-11-04 08:11:39,Boston,D000296,59.127.135.25,BRANCH,Helsinki,C2828,Debbie,Tsao,2013-10-28,EE602859535632358986,SAVINGS,USD,2013-10-28,EE274729268973138615,USA,America,Estonia,Europe
TX002473,2023-03-15 17:53:09,113.03,Credit,12,1,2023-01-26 17:21:46,2024-11-04 08:08:48,Tucson,D000521,11.3.59.231,INTERNET BANKING,Narva,C2828,Debbie,Tsao,2013-10-28,EE602859535632358986,SAVINGS,USD,2013-10-28,EE094767201025171595,Myanmar,Asia,Estonia,Europe
TX001437,2023-06-12 17:10:27,147.31,Credit,92,1,2023-03-15 17:53:09,2024-11-04 08:07:58,Mesa,D000059,100.4.40.132,INTERNET BANKING,Jeddah,C2828,Debbie,Tsao,2013-10-28,EE602859535632358986,SAVINGS,USD,2013-10-28,EE303240411240610611,Estonia,Europe,Estonia,Europe
TX001223,2023-07-10 18:00:56,231.92,Debit,12,1,2023-06-12 17:10:27,2024-11-04 08:11:27,Indianapolis,D000280,47.82.77.181,ATM,Sillamäe,C2828,Debbie,Tsao,2013-10-28,EE602859535632358986,SAVINGS,USD,2013-10-28,EE483273683975852013,Mexico,America,Estonia,Europe
TX000159,2023-09-19 17:38:18,35.76,Debit,122,1,2023-07-10 18:00:56,2024-11-04 08:11:40,Charlotte,D000678,111.78.64.133,BRANCH,Pärnu,C2828,Debbie,Tsao,2013-10-28,EE602859535632358986,SAVINGS,USD,2013-10-28,EE752828822673294357,Finland,Europe,Estonia,Europe
